category,price_inr_mean,price_inr_median,price_inr_std,price_inr_min,price_inr_max,rating_mean,rating_median,rating_std,rating_min,rating_max,rating_count_mean,rating_count_median,rating_count_std,rating_count_min,rating_count_max
Banglore Dosa,181.67,180.0,12.58,170.0,195.0,4.7,4.6,0.26,4.5,5.0,19.67,14.0,19.14,4,41
Bao,430.0,430.0,,430.0,430.0,4.4,4.4,,4.4,4.4,3.0,3.0,,3,3
Bao & Tacos,519.0,519.0,,519.0,519.0,4.4,4.4,,4.4,4.4,3.0,3.0,,3,3
Bao Burger,94.0,84.0,38.73,59.0,149.0,4.4,4.6,0.69,3.4,5.0,4.75,4.5,2.5,2,8
Bao-2pc,465.0,475.0,36.06,425.0,495.0,4.93,5.0,0.12,4.8,5.0,10.0,6.0,8.72,4,20
Bar Cakes,120.0,120.0,56.57,80.0,160.0,4.7,4.7,0.42,4.4,5.0,1.0,1.0,0.0,1,1
Bar-Be-Que Tandoori,340.75,319.5,59.4,299.0,425.0,4.95,5.0,0.1,4.8,5.0,3.25,2.0,3.3,1,8
Barbaque,299.0,299.0,,299.0,299.0,3.4,3.4,,3.4,3.4,4.0,4.0,,4,4
Barbeque,160.0,145.0,25.98,145.0,190.0,4.63,4.7,0.21,4.4,4.8,9.0,8.0,5.57,4,15
Barbeque in a Box (Serves 1-2),829.0,804.0,53.54,799.0,909.0,4.42,4.4,0.3,4.1,4.8,5.75,4.0,4.19,3,12
Barbeque in a Box (Serves 2-3),1216.86,1299.0,151.57,879.0,1359.0,4.41,4.4,0.38,3.8,5.0,18.43,13.5,15.75,3,49
Barcakes & Muffins,189.38,180.0,30.64,160.0,225.0,4.51,4.55,0.28,4.0,5.0,56.88,27.0,57.25,12,165
Barfi,237.23,234.0,9.98,222.0,264.0,4.12,4.4,0.71,2.6,5.0,10.15,7.0,7.97,1,25
Barish Combo,214.5,209.0,12.34,199.0,229.0,4.01,4.15,0.59,2.7,5.0,35.65,18.5,37.43,2,147
Barish Combo (Save upto 40%),479.0,479.0,,479.0,479.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1,1
Barish Combo Save up to41%,276.14,284.0,21.99,249.0,299.0,4.05,4.15,0.55,3.2,5.0,25.14,17.5,25.21,2,92
Barish special Slice Kulfi IceCream,110.0,110.0,0.0,110.0,110.0,4.3,4.3,0.14,4.2,4.4,5.5,5.5,0.71,5,6
Barni Se Savouries,25.42,25.0,1.44,25.0,30.0,4.48,4.45,0.6,2.8,5.0,5.33,4.5,2.87,1,12
Bars,114.0,114.0,0.0,114.0,114.0,4.23,4.2,0.15,4.1,4.4,24.0,15.0,18.25,12,45
Basket,96.83,74.0,84.03,25.0,249.0,3.9,3.9,0.56,3.0,4.6,7.83,5.5,5.71,3,18
Basmati Khazana,261.67,240.0,73.33,190.0,390.0,4.57,4.5,0.28,4.3,5.0,28.33,23.0,22.39,4,65
Basmati Rice Combos,148.0,148.0,0.0,148.0,148.0,4.5,4.5,0.42,4.2,4.8,8.5,8.5,0.71,8,9
Basmati khazana,322.92,322.5,32.99,250.0,380.0,4.34,4.4,0.58,3.0,5.0,30.67,23.5,28.72,1,84
Basque Cheesecake,750.0,750.0,0.0,750.0,750.0,3.65,3.65,0.07,3.6,3.7,1.0,1.0,0.0,1,1
Basudi,345.0,345.0,0.0,345.0,345.0,4.85,4.85,0.21,4.7,5.0,19.0,19.0,12.73,10,28
Basundi,645.0,645.0,,645.0,645.0,4.2,4.2,,4.2,4.2,27.0,27.0,,27,27
Bbq & Grill,329.0,329.0,0.0,329.0,329.0,3.47,3.8,0.95,2.4,4.2,18.0,20.0,12.12,5,29
Bbq Skewers,400.0,400.0,70.71,350.0,450.0,3.8,3.8,1.7,2.6,5.0,6.5,6.5,2.12,5,8
Beef,320.0,320.0,,320.0,320.0,4.2,4.2,,4.2,4.2,9.0,9.0,,9,9
Beef ,280.0,280.0,0.0,280.0,280.0,4.55,4.55,0.07,4.5,4.6,64.0,64.0,65.05,18,110
Beef Items,187.5,187.5,88.39,125.0,250.0,4.1,4.1,0.28,3.9,4.3,51.5,51.5,58.69,10,93
Beef Mandi,335.0,335.0,,335.0,335.0,4.4,4.4,,4.4,4.4,29.0,29.0,,29,29
Beginning Tasters,471.67,475.0,75.06,395.0,545.0,4.87,5.0,0.23,4.6,5.0,3.67,3.0,1.15,3,5
Behtareen Veg Biryani's,282.67,277.0,9.81,277.0,294.0,4.2,4.2,0.5,3.7,4.7,459.33,671.0,379.68,21,686
Belgian Waffles,169.0,169.0,0.0,169.0,169.0,3.92,3.85,0.26,3.7,4.4,3.83,2.0,3.31,1,9
Bengali Chena Sweets,305.5,225.0,243.63,159.0,800.0,4.65,4.7,0.27,4.2,5.0,81.17,27.0,145.32,3,376
Bengali Combo,152.0,152.0,19.8,138.0,166.0,4.8,4.8,0.14,4.7,4.9,13.5,13.5,14.85,3,24
Bengali Item,80.0,75.0,35.5,40.0,145.0,4.5,4.55,0.3,4.1,4.9,135.17,106.5,142.71,10,398
Bengali Sweets,127.54,122.86,77.58,22.85,410.48,4.48,4.6,0.41,2.8,5.0,82.78,35.5,122.49,1,765
Bento Box,239.0,239.0,,239.0,239.0,2.9,2.9,,2.9,2.9,4.0,4.0,,4,4
Bento Cake,473.0,473.0,14.14,463.0,483.0,4.75,4.75,0.35,4.5,5.0,1.5,1.5,0.71,1,2
Bento Cakes,353.05,300.0,105.11,250.0,512.71,4.12,4.0,0.54,3.4,4.7,8.8,9.0,3.96,4,14
Bento box,850.0,850.0,,850.0,850.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4,4
Best In Idli,140.0,140.0,,140.0,140.0,4.4,4.4,,4.4,4.4,1.0,1.0,,1,1
Best In Thali Delight,295.67,299.0,15.28,279.0,309.0,4.13,4.0,0.42,3.8,4.6,11.33,11.0,2.52,9,14
Best in Roses,129.0,129.0,,129.0,129.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4,4
Bestseller Combos,389.0,389.0,,389.0,389.0,4.8,4.8,,4.8,4.8,2.0,2.0,,2,2
Bestsellers,603.0,623.0,43.59,538.0,628.0,4.4,4.45,0.65,3.7,5.0,6.25,3.5,7.27,1,17
Between The Breads,419.0,464.0,148.96,142.0,539.0,4.14,4.35,0.72,2.9,4.8,4.4,2.5,4.14,1,14
Beverage,117.57,105.0,78.78,21.0,349.0,4.53,4.65,0.49,2.8,5.0,60.04,4.0,157.35,1,641
Beverage Combo,435.0,415.0,169.41,250.0,660.0,4.35,4.55,0.61,3.5,4.8,9.0,8.0,5.6,4,16
Beverage Combos,294.44,297.0,84.91,149.0,499.0,4.03,4.3,0.94,2.0,5.0,59.81,10.5,128.69,4,475
Beverages,83.56,66.5,48.48,9.52,375.0,4.34,4.4,0.53,1.5,5.0,30.15,7.0,80.28,1,803
Beverages ,100.0,100.0,,100.0,100.0,4.4,4.4,,4.4,4.4,2.0,2.0,,2,2
Beverages & Desserts,93.88,99.0,16.79,59.0,109.0,4.23,4.2,0.42,3.2,5.0,11.71,6.5,15.01,1,69
Beverages (Drinks),80.71,80.71,13.14,71.42,90.0,4.3,4.3,0.14,4.2,4.4,5.5,5.5,2.12,4,7
Beverages (cold),161.93,156.6,61.77,103.0,226.2,4.07,4.2,0.42,3.6,4.4,6.67,7.0,0.58,6,7
Beverages And Shakes,127.43,130.0,42.06,57.14,160.0,4.48,4.6,0.56,3.5,4.9,4.6,1.0,6.5,1,16
Beverages And Soup,144.0,144.0,106.07,69.0,219.0,4.75,4.75,0.21,4.6,4.9,21.0,21.0,24.04,4,38
Beverages Cold,30.0,30.0,,30.0,30.0,3.8,3.8,,3.8,3.8,10.0,10.0,,10,10
Beverages With Benefits,182.5,182.5,102.53,110.0,255.0,4.95,4.95,0.07,4.9,5.0,1.0,1.0,0.0,1,1
Beverages.,91.06,98.0,21.29,56.0,122.0,4.29,4.3,0.47,3.0,5.0,118.17,48.5,176.64,2,803
Bhaaja,99.0,99.0,,99.0,99.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1,1
Bhaja,40.0,40.0,,40.0,40.0,4.0,4.0,,4.0,4.0,3.0,3.0,,3,3
"Bhaja, Saag Bhaja & Bora Items",88.64,75.0,20.5,75.0,125.0,4.34,4.4,0.28,3.8,4.7,32.73,24.0,28.48,6,103
Bhaji & Pulao,90.0,90.0,,90.0,90.0,4.0,4.0,,4.0,4.0,39.0,39.0,,39,39
Bhaji & Pulao ( Bhaji Pao Kilo K Bhaw Se),141.43,140.0,13.45,120.0,160.0,3.87,3.9,0.97,2.0,4.9,15.14,6.0,20.97,4,62
Bhaji Pav & Pulav,145.0,145.0,,145.0,145.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1,1
Bhajipav,137.5,137.5,17.68,125.0,150.0,3.7,3.7,0.85,3.1,4.3,3.0,3.0,0.0,3,3
Bhavyam Special Combo,320.0,320.0,,320.0,320.0,4.7,4.7,,4.7,4.7,4.0,4.0,,4,4
Bhel,107.78,90.0,55.35,75.0,250.0,4.46,4.6,0.35,4.0,5.0,58.0,16.0,125.15,1,388
Bhujia & Namkeens,163.33,200.0,56.8,90.0,200.0,4.77,4.75,0.16,4.6,5.0,16.5,11.0,13.65,4,40
Bhujiya,70.0,70.0,,70.0,70.0,4.8,4.8,,4.8,4.8,5.0,5.0,,5,5
Bibimbap,260.0,250.0,26.46,240.0,290.0,4.03,4.3,0.74,3.2,4.6,12.33,8.0,10.21,5,24
Big Big Pizza,1919.24,1669.0,278.76,1499.0,2199.0,4.37,4.4,0.45,2.8,5.0,7.83,7.0,5.99,1,26
Big Fat Bakers,362.5,362.5,17.68,350.0,375.0,4.75,4.75,0.07,4.7,4.8,7.0,7.0,1.41,6,8
Big Fat Salad,462.5,437.5,77.73,400.0,575.0,4.18,4.2,0.59,3.5,4.8,22.5,15.0,21.25,7,53
Biggie Combos ( Upto Flat 25% Off).,499.0,499.0,,499.0,499.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1,1
Biriyani,262.7,239.5,85.08,149.0,490.0,4.32,4.4,0.43,2.9,5.0,166.22,57.0,207.06,5,822
Biriyani & Rice,205.0,170.0,65.0,165.0,280.0,4.7,4.7,0.1,4.6,4.8,110.67,124.0,99.67,5,203
"Biriyani , Khichdi And Fusion Rice Bowls",226.5,224.0,32.02,199.0,259.0,4.6,4.55,0.29,4.3,5.0,11.0,8.0,10.89,2,26
Biriyani Mini Packs,219.0,229.0,26.46,189.0,239.0,4.27,4.2,0.12,4.2,4.4,195.33,111.0,193.79,58,417
Birthday Special,538.5,538.5,57.28,498.0,579.0,4.25,4.25,0.49,3.9,4.6,18.5,18.5,7.78,13,24
Biryani,294.24,260.0,201.37,98.0,2499.0,4.08,4.2,0.6,2.0,5.0,91.74,27.0,163.55,1,955
Biryani ,261.5,249.0,25.0,249.0,299.0,4.05,4.05,0.06,4.0,4.1,580.5,524.0,229.42,392,882
Biryani  and Rice,270.0,270.0,98.99,200.0,340.0,4.35,4.35,0.49,4.0,4.7,27.0,27.0,33.94,3,51
Biryani & Fried Rice,259.0,249.0,30.82,219.0,299.0,4.1,4.1,0.12,4.0,4.3,104.6,82.0,120.15,1,289
Biryani & Kebab Thali,421.55,389.0,69.85,359.0,738.0,4.32,4.3,0.43,3.5,5.0,3.1,2.0,2.31,1,10
Biryani & Noodles,227.5,227.0,16.52,205.0,249.0,4.11,3.95,0.75,3.1,5.0,9.38,4.0,12.75,1,39
Biryani & Pulao,424.37,407.0,119.34,254.0,579.0,4.46,4.8,0.61,2.8,5.0,28.28,6.0,81.19,1,351
Biryani & Rice,257.79,237.0,103.87,110.0,499.0,4.18,4.25,0.57,1.9,5.0,96.7,24.5,154.49,1,669
Biryani & Rice In Bowl,212.14,253.0,88.23,104.0,334.0,3.86,4.1,0.87,2.7,4.8,9.0,6.0,8.5,3,28
Biryani ( Serves 1),284.0,284.0,5.35,279.0,289.0,3.95,3.95,0.19,3.7,4.2,1.12,1.0,0.35,1,2
"Biryani , Pulao And Rice",185.86,199.0,39.6,129.0,235.0,4.33,4.3,0.28,3.9,4.7,153.57,37.0,181.91,9,486
Biryani / Pulao,328.33,315.0,81.1,250.0,470.0,4.35,4.35,0.37,3.7,4.8,16.83,6.5,27.07,4,72
Biryani And Rice,260.73,280.0,57.98,135.0,361.0,4.23,4.3,0.4,3.3,4.8,70.27,34.0,79.15,6,279
Biryani And Rice ,182.0,190.0,61.75,90.0,250.0,4.3,4.3,0.16,4.1,4.6,131.43,36.0,202.23,5,569
Biryani Bowls,259.5,249.0,42.84,229.0,405.0,4.29,4.3,0.46,3.0,5.0,18.26,9.0,54.97,1,495
Biryani Bowls & Combos,290.36,299.0,33.57,229.0,349.0,4.31,4.35,0.56,2.5,5.0,3.27,3.0,2.25,1,9
Biryani Box,245.15,249.0,5.06,239.0,249.0,3.94,3.9,0.42,3.5,4.8,1.69,1.0,1.03,1,4
Biryani Bucket [Serves 4-6],2349.0,2349.0,636.4,1899.0,2799.0,4.85,4.85,0.07,4.8,4.9,1.5,1.5,0.71,1,2
Biryani Buckets (super Savers),1912.64,1599.0,1186.96,709.0,3899.0,4.67,4.8,0.35,4.1,5.0,17.09,4.0,22.66,1,75
Biryani By Chef Saransh Goila,455.67,449.0,10.33,449.0,469.0,3.7,3.95,0.44,3.0,4.0,4.17,3.0,2.93,2,10
Biryani Feast Thali,309.91,299.0,49.08,249.0,399.0,4.38,4.4,0.24,3.8,4.6,3.27,2.0,2.9,1,10
Biryani Fest,115.0,115.0,,115.0,115.0,3.5,3.5,,3.5,3.5,28.0,28.0,,28,28
Biryani Fried Rice And Noodles,207.5,210.0,29.86,170.0,240.0,3.85,4.0,0.68,2.9,4.5,72.25,33.0,102.48,3,220
Biryani Items,181.91,175.0,18.33,160.0,206.0,4.16,4.4,0.95,1.6,4.9,30.36,23.0,29.41,3,103
Biryani Lunch Box,187.83,189.75,20.19,166.75,207.0,4.43,4.2,0.49,4.1,5.0,87.33,104.0,77.36,3,155
Biryani Lunchbox,282.85,259.0,59.92,209.0,465.0,4.23,4.2,0.6,2.0,5.0,2.67,2.0,2.02,1,11
Biryani Pulao,203.33,180.0,40.41,180.0,250.0,4.4,4.4,0.1,4.3,4.5,301.67,12.0,505.19,8,885
Biryani Rice,259.75,249.5,85.09,180.0,360.0,4.1,3.95,0.41,3.8,4.7,18.75,13.0,18.3,4,45
Biryani Rice Noodles,359.55,350.0,78.22,220.0,570.0,4.54,4.6,0.42,3.6,5.0,27.0,14.5,35.61,3,131
Biryani Sampler,365.67,369.0,45.09,319.0,409.0,4.43,4.5,0.5,3.9,4.9,14.0,14.0,8.0,6,22
Biryani Special,196.4,197.5,76.56,80.0,320.0,3.59,3.8,0.91,2.0,4.7,59.4,40.0,74.4,3,227
Biryani Spl,70.0,70.0,,70.0,70.0,2.5,2.5,,2.5,2.5,6.0,6.0,,6,6
Biryani Variety,327.7,337.5,98.91,99.0,449.0,4.45,4.4,0.38,3.7,5.0,32.1,5.5,81.58,1,264
Biryani and Rice,143.6,140.0,24.4,120.0,178.0,3.8,3.85,0.78,2.6,5.0,109.4,46.0,148.15,3,461
Biryani combo,425.5,425.5,32.53,402.5,448.5,4.0,4.0,0.14,3.9,4.1,19.5,19.5,13.44,10,29
"Biryani,Rice and Pulao",205.82,215.0,33.1,140.0,240.0,4.5,4.6,0.35,3.7,5.0,282.82,304.0,173.06,3,502
Biryani/pulao,206.67,210.0,65.06,140.0,270.0,4.1,3.8,0.79,3.5,5.0,9.0,4.0,9.54,3,20
Biryanis,344.56,329.5,150.12,85.0,720.0,4.06,4.1,0.47,2.7,4.7,144.5,33.0,281.31,4,896
Biryanis & Pulao,468.62,494.0,176.96,239.0,666.0,4.01,4.05,0.64,2.9,4.9,273.62,185.5,251.31,13,651
"Biryanis, Curries and Roti",325.91,379.0,164.73,49.0,509.0,4.26,4.2,0.34,3.8,4.9,26.45,12.0,28.5,4,96
Biscoff Cookie Sundaes,217.4,209.0,11.5,209.0,230.0,4.3,4.7,0.55,3.7,4.7,3.4,3.0,3.29,1,9
Biscuits,152.5,152.5,24.75,135.0,170.0,4.0,4.0,1.27,3.1,4.9,3.0,3.0,0.0,3,3
Biscuits & Cookies,98.77,84.75,35.56,72.03,190.68,4.42,4.6,0.61,2.8,5.0,5.67,5.5,3.94,1,13
Bites,430.58,414.0,165.04,75.0,650.0,4.63,4.8,0.42,3.6,5.0,20.43,5.0,37.27,1,193
Blends From Aromas Plantation,237.0,239.0,38.21,169.0,329.0,4.41,4.6,0.87,1.6,5.0,9.93,2.0,18.37,1,69
Boba,199.0,199.0,,199.0,199.0,4.9,4.9,,4.9,4.9,4.0,4.0,,4,4
Boba Shakes,269.0,279.0,36.06,229.0,299.0,3.77,3.9,0.23,3.5,3.9,1.33,1.0,0.58,1,2
Boba Tea,212.5,200.0,25.0,200.0,250.0,4.42,4.45,0.5,3.9,4.9,4.5,4.5,1.29,3,6
Boba drinks,170.0,170.0,14.14,160.0,180.0,4.4,4.4,0.0,4.4,4.4,12.0,12.0,12.73,3,21
Bombay Chaupati,74.0,75.0,8.22,60.0,80.0,4.48,4.5,0.11,4.3,4.6,30.8,20.0,29.2,7,78
Bombay Falooda,185.0,185.0,14.14,175.0,195.0,3.85,3.85,1.63,2.7,5.0,7.0,7.0,4.24,4,10
BonBons,295.97,295.76,0.43,295.76,296.61,4.85,4.85,0.17,4.7,5.0,1.75,1.5,0.96,1,3
Bonda & Bajji,70.0,70.0,0.0,70.0,70.0,4.42,4.5,0.24,4.1,4.6,62.75,48.5,51.16,19,135
Bonda's,59.0,59.0,,59.0,59.0,4.3,4.3,,4.3,4.3,347.0,347.0,,347,347
Boneless Chicken,209.0,209.0,50.0,159.0,259.0,4.5,4.5,0.1,4.4,4.6,18.67,16.0,16.17,4,36
Boneless Chicken Popcorn,197.11,199.05,54.51,124.76,399.0,4.41,4.4,0.31,3.5,5.0,156.01,56.0,211.99,1,918
Boneless Strips,155.0,155.0,21.21,140.0,170.0,4.7,4.7,0.14,4.6,4.8,113.0,113.0,123.04,26,200
Boondi Prasad,95.24,95.24,0.0,95.24,95.24,4.15,4.15,0.21,4.0,4.3,18.0,18.0,0.0,18,18
Bora,70.0,70.0,0.0,70.0,70.0,4.2,4.4,0.53,3.6,4.6,34.0,45.0,23.52,7,50
Boss Burgers,204.0,230.0,54.13,120.0,250.0,3.86,4.2,1.06,2.0,4.7,125.4,136.0,126.53,4,320
Boss Desserts,140.0,140.0,14.14,130.0,150.0,4.6,4.6,0.28,4.4,4.8,36.5,36.5,14.85,26,47
Boss Drinks,80.0,70.0,17.32,70.0,100.0,4.3,4.4,0.66,3.6,4.9,12.33,15.0,8.33,3,19
Bowl & Starter Combos [FREE Coke & Choco Lava w...,399.0,399.0,0.0,399.0,399.0,4.63,4.8,0.47,4.1,5.0,7.33,8.0,4.04,3,11
Bowls,303.75,299.0,61.39,189.0,595.0,4.0,4.0,0.55,1.8,5.0,38.93,10.0,68.22,1,432
Bowls (Save Upto 40%),319.56,329.0,19.99,299.0,349.0,4.18,4.3,0.54,2.0,4.8,66.19,40.5,83.04,9,416
Box of 12 Donuts (Buy 9 Get 3 Free),1485.72,1542.86,161.63,1200.0,1600.0,4.66,4.8,0.34,4.1,5.0,7.2,3.0,7.46,1,18
Box of 3,341.9,361.9,55.89,242.86,400.0,4.4,4.5,0.41,3.6,4.9,43.87,28.0,43.36,1,132
Box of 6 Donuts (Buy 5 Get 1 Free),672.53,771.43,131.77,485.71,800.0,4.28,4.4,0.85,2.0,5.0,5.54,5.0,3.76,1,12
Box of Joy - Buy 4 Get 2 Free,396.0,396.0,0.0,396.0,396.0,4.5,4.5,0.14,4.4,4.6,6.0,6.0,5.66,2,10
Brakefast,105.0,105.0,,105.0,105.0,3.8,3.8,,3.8,3.8,11.0,11.0,,11,11
Breackfast,97.33,105.0,13.28,82.0,105.0,4.63,4.6,0.06,4.6,4.7,385.67,553.0,289.83,51,553
Bread,109.02,89.0,99.38,7.0,469.0,4.14,4.3,0.57,2.4,4.8,95.26,24.0,186.54,2,937
Bread ,42.5,45.0,15.0,25.0,55.0,4.32,4.35,0.33,3.9,4.7,10.5,10.0,4.12,7,15
Bread & Rice,102.5,102.5,109.6,25.0,180.0,4.65,4.65,0.21,4.5,4.8,203.5,203.5,176.07,79,328
Bread & Roti,59.22,49.0,29.46,30.0,120.0,4.3,4.3,0.33,3.7,4.8,28.78,22.0,16.68,8,50
Bread And Naan,58.33,60.0,13.29,40.0,70.0,4.32,4.3,0.17,4.1,4.6,152.5,114.0,93.98,47,270
Bread Items,16.67,15.0,7.64,10.0,25.0,4.53,4.5,0.06,4.5,4.6,70.67,68.0,50.05,22,122
Bread Naan,58.0,60.0,16.43,30.0,70.0,4.66,4.7,0.27,4.2,4.9,51.6,39.0,41.87,9,109
"Bread,bun & Toast",85.0,90.0,19.15,60.0,100.0,4.45,4.45,0.24,4.2,4.7,29.75,16.0,38.3,1,86
Bread/Rice Thali,249.0,254.0,14.14,229.0,259.0,4.3,4.3,0.18,4.1,4.5,149.0,27.5,252.85,13,528
Breads,87.0,84.0,49.6,9.0,360.0,4.32,4.4,0.51,2.0,5.0,84.53,24.0,154.53,1,991
Breads & Bruschetta,253.5,253.5,,253.5,253.5,5.0,5.0,,5.0,5.0,3.0,3.0,,3,3
Breads & Buns,74.25,63.38,20.02,53.62,112.12,4.69,4.8,0.27,3.9,5.0,154.62,170.0,120.03,5,348
Breads & Pao Buns,62.0,57.0,9.94,55.0,79.0,4.38,4.35,0.4,3.8,4.9,20.33,12.5,20.78,3,54
Breads & Papads,68.4,59.0,27.0,40.0,99.0,4.54,4.7,0.29,4.1,4.8,5.0,3.0,5.1,1,13
Breads & Parottas,86.62,52.5,73.82,29.0,219.0,4.5,4.55,0.27,4.1,4.8,5.5,2.0,8.43,1,25
Breads & Rice,136.47,97.0,64.34,59.0,297.0,4.5,4.6,0.33,3.3,5.0,81.16,27.5,108.55,1,459
Breads And Accompaniments,150.0,150.0,0.0,150.0,150.0,4.3,4.4,0.36,3.9,4.6,19.0,20.0,1.73,17,20
Breads And Bruschetta,340.0,340.0,,340.0,340.0,3.1,3.1,,3.1,3.1,6.0,6.0,,6,6
Breads From Clay Pot,68.57,70.0,6.9,60.0,80.0,4.24,4.3,0.21,4.0,4.5,7.29,6.0,3.45,3,13
Breads and Accompaniments,138.65,129.0,50.69,79.0,239.0,4.27,4.3,0.59,1.6,5.0,16.46,7.0,22.01,1,114
Breads and Rice,107.9,99.0,45.45,60.0,239.0,3.9,4.1,0.61,2.3,5.0,4.35,3.0,3.84,1,19
"Breads, Dips & Snacks",207.33,229.0,73.33,89.0,299.0,4.35,4.45,0.45,3.6,4.8,36.33,16.5,39.39,2,92
"Breads, Dry Cakes & Biscuits",264.44,259.0,219.61,40.0,793.0,4.12,4.1,0.52,3.1,4.7,131.22,53.0,262.29,2,827
Breads/ Roti,50.8,54.0,27.94,18.0,99.0,4.44,4.55,0.44,3.8,5.0,45.7,15.5,78.26,6,262
Breads/bun/pao,30.0,30.0,,30.0,30.0,4.9,4.9,,4.9,4.9,1.0,1.0,,1,1
Break Fast,221.0,221.0,,221.0,221.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5,5
Break Fast Maniac,37.5,37.5,10.61,30.0,45.0,4.0,4.0,0.71,3.5,4.5,9.0,9.0,7.07,4,14
Breakfast,159.84,120.0,124.07,12.0,780.0,4.37,4.5,0.5,2.3,5.0,73.52,21.0,146.13,1,972
Breakfast ( Non- Veg),140.0,140.0,,140.0,140.0,4.5,4.5,,4.5,4.5,10.0,10.0,,10,10
Breakfast ( Veg ),150.0,150.0,,150.0,150.0,4.0,4.0,,4.0,4.0,29.0,29.0,,29,29
Breakfast A La Carte,195.0,195.0,0.0,195.0,195.0,4.85,4.85,0.07,4.8,4.9,4.0,4.0,1.41,3,5
Breakfast All Day,327.22,355.0,118.61,90.0,490.0,4.41,4.5,0.32,3.9,4.9,43.67,41.0,40.24,1,120
Breakfast All Day & Indian Snacks,143.0,100.0,68.28,70.0,259.0,4.14,4.2,0.47,3.3,5.0,155.54,28.0,201.17,4,548
Breakfast And Evening,91.54,97.5,38.81,39.0,169.0,4.36,4.4,0.35,3.4,5.0,174.71,104.0,183.5,4,608
Breakfast Bestsellers,77.3,65.0,38.08,32.81,230.0,4.34,4.4,0.26,3.2,4.8,378.17,315.0,275.43,7,990
Breakfast Box,197.95,199.0,3.15,189.0,199.0,4.53,4.5,0.5,3.2,5.0,2.53,3.0,1.54,1,5
Breakfast Buffet,304.0,304.0,46.55,259.0,349.0,4.5,4.45,0.32,4.2,4.9,41.25,43.5,31.58,7,71
Breakfast Chia Pudding,350.0,350.0,,350.0,350.0,4.4,4.4,,4.4,4.4,4.0,4.0,,4,4
Breakfast Combo,154.15,140.0,59.67,100.0,295.0,4.34,4.3,0.28,3.7,4.7,146.62,179.0,141.05,4,498
Breakfast Combos,89.0,89.0,0.0,89.0,89.0,4.39,4.7,0.72,2.8,4.8,33.0,29.0,33.05,3,90
Breakfast Economic Menu (till 12pm),104.38,100.0,24.41,80.0,140.0,4.21,4.45,0.55,3.2,4.6,11.5,6.5,10.07,4,28
Breakfast Favourites,299.0,299.0,,299.0,299.0,4.7,4.7,,4.7,4.7,14.0,14.0,,14,14
Breakfast Meals,129.0,129.0,,129.0,129.0,4.0,4.0,,4.0,4.0,3.0,3.0,,3,3
Breakfast Menu,98.86,92.5,34.74,60.0,200.0,4.38,4.4,0.25,4.0,5.0,115.71,20.0,215.55,3,716
Breakfast N Beverages,59.67,60.0,24.53,15.0,100.0,3.65,3.7,0.72,2.0,4.7,26.4,18.0,36.01,3,148
Breakfast Special,136.49,145.0,65.04,18.0,240.0,4.34,4.4,0.6,2.0,5.0,209.32,34.0,310.9,1,909
Breakfast Special Combos,84.0,84.0,5.77,79.0,89.0,4.15,4.15,0.17,4.0,4.3,176.5,176.5,191.1,11,342
Breakfast Special's & Snacks,192.76,181.0,36.62,129.0,259.0,4.31,4.4,0.49,2.8,4.9,82.95,59.0,85.77,4,356
Breakfast Specials,169.6,179.0,54.05,29.0,280.0,4.45,4.5,0.51,2.2,5.0,40.27,3.0,106.19,1,792
Breakfast Under 80/-,72.5,72.5,10.61,65.0,80.0,4.6,4.6,0.42,4.3,4.9,10.0,10.0,8.49,4,16
Breakfast [No Onion & No Garlic],68.0,68.0,,68.0,68.0,4.0,4.0,,4.0,4.0,3.0,3.0,,3,3
Breakfast and dinner,73.38,82.5,22.39,27.0,90.0,4.38,4.3,0.28,4.1,5.0,255.62,207.0,193.22,3,621
Breakfast combo for 2(Till 11:00AM),449.0,449.0,,449.0,449.0,5.0,5.0,,5.0,5.0,1.0,1.0,,1,1
Breakfast for Veggies,473.0,473.0,46.67,440.0,506.0,4.1,4.1,0.42,3.8,4.4,3.0,3.0,2.83,1,5
Brizo (Biryani Type),179.0,179.0,,179.0,179.0,4.4,4.4,,4.4,4.4,72.0,72.0,,72,72
Broast,405.0,405.0,,405.0,405.0,4.5,4.5,,4.5,4.5,60.0,60.0,,60,60
Broth And Bowls,575.0,645.0,157.16,395.0,685.0,4.3,5.0,1.21,2.9,5.0,5.0,4.0,2.65,3,8
Brownie,163.26,113.33,123.41,79.0,566.67,4.35,4.4,0.58,2.5,5.0,7.97,6.0,8.38,1,35
Brownies,276.48,120.0,365.52,88.0,2100.0,4.44,4.5,0.49,2.4,5.0,16.51,7.0,25.91,1,266
Brownies & Choco Lava,145.67,139.0,11.18,139.0,169.0,4.37,4.3,0.37,3.8,5.0,3.0,2.0,2.92,1,8
Brownies & Lava Cakes,157.92,189.0,44.37,99.0,199.0,4.44,4.5,0.43,3.3,5.0,21.74,8.0,34.65,1,209
